category,product_type,schemes,scheme_count,missing_schemes,unusual_schemes,min_fee,max_fee,spread,source_file,valid_from,flags
Товары для дома / Бытовая химия / Чистящие и моющие средства / Специальные чистящие средства / Прочие специальные чистящие средства,Прочие специальные чистящие средства,"DBS=68%, EXPRESS=61%, FBS=68%, FBY=61%",4,,,61.0,68.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Товары для дома / Бытовая химия / Чистящие и моющие средства / Специальные чистящие средства / Средства для промывки теплообменников,Средства для промывки теплообменников,"DBS=64%, EXPRESS=57%, FBS=64%, FBY=57%",4,,,57.0,64.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Строительство и ремонт / Материалы / Строительные материалы / Изоляционные материалы / Теплоизоляционные материалы / Вспененный полиэтилен / Утеплители для тёплого пола из вспененного полиэтилена,Утеплители для тёплого пола из вспененного полиэтилена,"DBS=63.5%, EXPRESS=56.5%, FBS=63.5%, FBY=56.5%",4,,,56.5,63.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Товары для дома / Бытовая химия / Чистящие и моющие средства / Специальные чистящие средства / Средства для очистки рук от химии,Средства для очистки рук от химии,"DBS=62%, EXPRESS=55%, FBS=62%, FBY=55%",4,,,55.0,62.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары,Детские товары,"DBS=61%, EXPRESS=54%, FBS=61%, FBY=54%",4,,,54.0,61.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Подгузники,Подгузники,"DBS=61%, EXPRESS=54%, FBS=61%, FBY=54%",4,,,54.0,61.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку,Подгузники и приучение к горшку,"DBS=61%, EXPRESS=54%, FBS=61%, FBY=54%",4,,,54.0,61.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Подгузники / Подгузники многоразовые,Подгузники многоразовые,"DBS=61%, EXPRESS=54%, FBS=61%, FBY=54%",4,,,54.0,61.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей,Товары для мам и малышей,"DBS=61%, EXPRESS=54%, FBS=61%, FBY=54%",4,,,54.0,61.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Пеленки, клеенки","Пеленки, клеенки","DBS=60%, EXPRESS=53%, FBS=60%, FBY=53%",4,,,53.0,60.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Пеленки, клеенки / Пелёнки одноразовые",Пелёнки одноразовые,"DBS=60%, EXPRESS=53%, FBS=60%, FBY=53%",4,,,53.0,60.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Строительство и ремонт / Материалы / Строительные материалы / Изоляционные материалы / Теплоизоляционные материалы / Пенополистирол, пенопласт, PIR-плиты / Пенопласт",Пенопласт,"DBS=59.5%, EXPRESS=52.5%, FBS=59.5%, FBY=52.5%",4,,,52.5,59.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Активный отдых,Активный отдых,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Спорт и отдых / Тренажеры и фитнес / Гимнастика / Гимнастические снаряды и спортивные комплексы / Барьеры спортивные,Барьеры спортивные,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Активный отдых / Игровые домики и палатки / Вигвамы детские,Вигвамы детские,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Спорт и отдых / Тренажеры и фитнес / Гимнастика,Гимнастика,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Спорт и отдых / Тренажеры и фитнес / Гимнастика / Гимнастические снаряды и спортивные комплексы,Гимнастические снаряды и спортивные комплексы,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Товары для дома / Текстиль / Декоративные подушки,Декоративные подушки,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт,Детский спорт,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Активный отдых / Игровые домики и палатки,Игровые домики и палатки,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Товары для дома / Текстиль / Декоративные подушки / Подушки для стула и скамьи,Подушки для стула и скамьи,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Спорт и отдых,Спорт и отдых,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Товары для дома / Текстиль,Текстиль,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Товары для дома,Товары для дома,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Спорт и отдых / Тренажеры и фитнес,Тренажеры и фитнес,"DBS=59%, EXPRESS=52%, FBS=59%, FBY=52%",4,,,52.0,59.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Подгузники / Подгузники одноразовые,Подгузники одноразовые,"DBS=58.5%, EXPRESS=51.5%, FBS=58.5%, FBY=51.5%",4,,,51.5,58.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Влажные салфетки / Влажная туалетная бумага детская,Влажная туалетная бумага детская,"DBS=58%, EXPRESS=51%, FBS=58%, FBY=51%",4,,,51.0,58.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Влажные салфетки,Влажные салфетки,"DBS=58%, EXPRESS=51%, FBS=58%, FBY=51%",4,,,51.0,58.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Влажные салфетки / Влажные салфетки детские,Влажные салфетки детские,"DBS=57.5%, EXPRESS=50.5%, FBS=57.5%, FBY=50.5%",4,,,50.5,57.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Строительство и ремонт / Материалы / Строительные материалы / Металлопрокат / Столбы, профильные трубы / Комплектующие для столбов / Колпаки для заборных столбов",Колпаки для заборных столбов,"DBS=57.5%, EXPRESS=50.5%, FBS=57.5%, FBY=50.5%",4,,,50.5,57.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Строительство и ремонт / Материалы / Строительные материалы / Металлопрокат / Столбы, профильные трубы / Комплектующие для столбов / Основания столбов",Основания столбов,"DBS=57.5%, EXPRESS=50.5%, FBS=57.5%, FBY=50.5%",4,,,50.5,57.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Накопители подгузников / Кассеты для накопителя подгузников,Кассеты для накопителя подгузников,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Оборудование / Рабочая одежда и обувь / Обувь / Кеды рабочие,Кеды рабочие,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Оборудование / Рабочая одежда и обувь / Обувь / Кроссовки рабочие,Кроссовки рабочие,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Товары для мам / Накладки для груди,Накладки для груди,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Оборудование,Оборудование,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Оборудование / Рабочая одежда и обувь / Обувь,Обувь,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Накопители подгузников / Пакеты одноразовые для подгузников,Пакеты одноразовые для подгузников,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Строительство и ремонт / Материалы / Строительные материалы / Изоляционные материалы / Теплоизоляционные материалы / Пенополистирол, пенопласт, PIR-плиты / Пенополистирол",Пенополистирол,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Товары для мам / Прокладки для груди,Прокладки для груди,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Товары для мам / Сборы в роддом / Прокладки послеродовые,Прокладки послеродовые,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Оборудование / Рабочая одежда и обувь,Рабочая одежда и обувь,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Товары для мам / Сборы в роддом,Сборы в роддом,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Товары для мам,Товары для мам,"DBS=57%, EXPRESS=50%, FBS=57%, FBY=50%",4,,,50.0,57.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Оборудование / Рабочая одежда и обувь / Обувь / Ботинки рабочие,Ботинки рабочие,"DBS=56.5%, EXPRESS=49.5%, FBS=56.5%, FBY=49.5%",4,,,49.5,56.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Обувь для детей / Валенки",Валенки,"DBS=56.5%, EXPRESS=49.5%, FBS=56.5%, FBY=49.5%",4,,,49.5,56.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Обувь для детей / Валенки / Валенки детские",Валенки детские,"DBS=56.5%, EXPRESS=49.5%, FBS=56.5%, FBY=49.5%",4,,,49.5,56.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Обувь для детей / Валенки / Валеши детские",Валеши детские,"DBS=56.5%, EXPRESS=49.5%, FBS=56.5%, FBY=49.5%",4,,,49.5,56.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Обувь для детей",Обувь для детей,"DBS=56.5%, EXPRESS=49.5%, FBS=56.5%, FBY=49.5%",4,,,49.5,56.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары","Одежда, обувь и аксессуары","DBS=56.5%, EXPRESS=49.5%, FBS=56.5%, FBY=49.5%",4,,,49.5,56.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Прогулки и путешествия / Автокресла / Автокресла / Автокресла для детей с ДЦП,Автокресла для детей с ДЦП,"DBS=56%, EXPRESS=49%, FBS=56%, FBY=49%",4,,,49.0,56.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Детская комната,Детская комната,"DBS=56%, EXPRESS=49%, FBS=56%, FBY=49%",4,,,49.0,56.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Летний спорт / Игровые и спортивные комплексы и горки / Спортивно-игровые детские комплексы / Площадки детские,Площадки детские,"DBS=56%, EXPRESS=49%, FBS=56%, FBY=49%",4,,,49.0,56.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Детские товары / Товары для мам и малышей / Детская комната / Ходунки, прыгунки / Прыгунки",Прыгунки,"DBS=56%, EXPRESS=49%, FBS=56%, FBY=49%",4,,,49.0,56.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Летний спорт / Игровые и спортивные комплексы и горки / Спортивно-игровые детские комплексы / Спортивно-игровые комплексы для детей,Спортивно-игровые комплексы для детей,"DBS=56%, EXPRESS=49%, FBS=56%, FBY=49%",4,,,49.0,56.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Детские товары / Товары для мам и малышей / Детская комната / Ходунки, прыгунки","Ходунки, прыгунки","DBS=56%, EXPRESS=49%, FBS=56%, FBY=49%",4,,,49.0,56.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Зимний спорт / Снегокаты / Электроснегокаты / Электроснегоходы детские,Электроснегоходы детские,"DBS=56%, EXPRESS=49%, FBS=56%, FBY=49%",4,,,49.0,56.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Товары для дома / Текстиль / Подушки / Подушки для детей,Подушки для детей,"DBS=55.5%, EXPRESS=48.5%, FBS=55.5%, FBY=48.5%",4,,,48.5,55.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Спорт и отдых / Тренажеры и фитнес / Фитнес / Эспандеры и кистевые тренажеры / Эспандеры / Реабилитационные эспандеры,Реабилитационные эспандеры,"DBS=55.5%, EXPRESS=48.5%, FBS=55.5%, FBY=48.5%",4,,,48.5,55.5,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Летний спорт / Песочницы / Аксессуары для песочницы,Аксессуары для песочницы,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Летний спорт / Игровые и спортивные комплексы и горки / Аксессуары для спортивно-игрового комплекса,Аксессуары для спортивно-игрового комплекса,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Аптека,Аптека,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Дача, сад и огород / Бассейны и аксессуары / Бассейны / Бассейны сухие",Бассейны сухие,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Обувь для детей / Спортивная обувь / Боксёрки детские",Боксёрки детские,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Обувь для детей / Спортивная обувь / Борцовки детские",Борцовки детские,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Обувь для взрослых / Спортивная обувь / Ботинки для альпинизма для взрослых",Ботинки для альпинизма для взрослых,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Обувь для детей / Спортивная обувь / Ботинки для конного спорта детские",Ботинки для конного спорта детские,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Обувь для детей / Спортивная обувь / Ботинки для кёрлинга детские",Ботинки для кёрлинга детские,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Обувь для детей / Спортивная обувь / Ботинки для парусного спорта детские",Ботинки для парусного спорта детские,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Сумки и аксессуары / Брелоки и ключницы",Брелоки и ключницы,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Одежда для взрослых / Тренировочная экипировка / Веложилеты для взрослых",Веложилеты для взрослых,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Товары для дома / Хозяйственные товары / Инвентарь для уборки / Веники, совки, щетки для пола","Веники, совки, щетки для пола","DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Летний спорт / Фрисби / Вертушки,Вертушки,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Летний спорт / Надувные игрушки / Ворота надувные,Ворота надувные,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Активный отдых / Спортивные игры и игрушки / Дартс детский,Дартс детский,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Сумки и аксессуары / Брелоки и ключницы / Держатели для сумок",Держатели для сумок,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Детский транспорт,Детский транспорт,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Товары для дома / Хозяйственные товары / Инвентарь для уборки / Веники, совки, щетки для пола / Захваты для мусора",Захваты для мусора,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Летний спорт / Игровые и спортивные комплексы и горки,Игровые и спортивные комплексы и горки,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Товары для дома / Хозяйственные товары / Инвентарь для уборки,Инвентарь для уборки,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Детские товары / Товары для мам и малышей / Подгузники и приучение к горшку / Пеленки, клеенки / Клеёнки для малышей",Клеёнки для малышей,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Аптека / Товары для ухода за больными / Подгузники, пеленки, трусы / Клеёнки медицинские",Клеёнки медицинские,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Прогулки и путешествия / Коляски,Коляски,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Прогулки и путешествия / Коляски / Коляски детские прогулочные,Коляски детские прогулочные,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Прогулки и путешествия / Коляски / Коляски детские универсальные,Коляски детские универсальные,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Прогулки и путешествия / Коляски / Коляски-трансформеры,Коляски-трансформеры,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
"Одежда, обувь и аксессуары / Одежда для взрослых / Утепленные комплекты и комбинезоны / Комбинезоны горнолыжные для взрослых",Комбинезоны горнолыжные для взрослых,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Аптека / Товары для ухода за больными / Средства гигиены для ухода за больными / Косметические средства по уходу за больными,Косметические средства по уходу за больными,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Детский спорт / Летний спорт,Летний спорт,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Детские товары / Товары для мам и малышей / Прогулки и путешествия / Люльки и переноски,Люльки и переноски,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
Аптека / Массажное оборудование,Массажное оборудование,"DBS=55%, EXPRESS=48%, FBS=55%, FBY=48%",4,,,48.0,55.0,7.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,HIGH_FEE_40_OR_MORE
