category,product_type,schemes,scheme_count,missing_schemes,unusual_schemes,min_fee,max_fee,spread,source_file,valid_from,flags
"Продукты / Бакалейные товары / Соусы, кетчупы / Соусы / Соусы",Соусы,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Молочная гастрономия / Майонез / Соусы майонезные,Соусы майонезные,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Мясная гастрономия / Мясо и полуфабрикаты / Субпродукты мясные / Субпродукты мясные охлаждённые,Субпродукты мясные охлаждённые,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
"Продукты / Кулинария / Супы, бульоны / Супы готовые охлажденные",Супы готовые охлажденные,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Мясная гастрономия / Мясо и полуфабрикаты / Субпродукты мясные / Топлёный жир мясной,Топлёный жир мясной,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
"Продукты / Фрукты, овощи и грибы / Фрукты",Фрукты,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
"Продукты / Фрукты, овощи и грибы / Фрукты / Фрукты свежие",Фрукты свежие,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Безалкогольные напитки / Энергетические напитки,Энергетические напитки,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
"Продукты / Фрукты, овощи и грибы / Ягоды",Ягоды,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
"Продукты / Фрукты, овощи и грибы / Ягоды / Ягоды свежие",Ягоды свежие,"DBS=5%, EXPRESS=18.5%, FBS=25.5%, FBY=18.5%",4,,,5.0,25.5,20.5,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Алкоголь / Крепкий алкоголь / Абсент,Абсент,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь,Алкоголь,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Ликеры / Бальзамы,Бальзамы,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Шампанское и игристое вино / Вина игристые,Вина игристые,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Вино,Вино,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Виски,Виски,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Водка,Водка,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь / Граппа,Граппа,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь / Джин,Джин,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь / Кальвадос,Кальвадос,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь / Кашаса,Кашаса,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Безалкогольные напитки / Квас,Квас,"DBS=5%, EXPRESS=18%, FBS=25%, FBY=18%",4,,,5.0,25.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Кондитерские изделия / Мучные кондитерские изделия / Кексы и рулеты / Кексы,Кексы,"DBS=5%, EXPRESS=18%, FBS=25%, FBY=18%",4,,,5.0,25.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,"LOW_FEE_5_OR_LESS, LARGE_SPREAD_20_OR_MORE"
Продукты / Алкоголь / Коньяк и бренди,Коньяк и бренди,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь,Крепкий алкоголь,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепленое вино,Крепленое вино,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Ликеры,Ликеры,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Ликеры / Ликеры,Ликеры,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Слабоалкогольные напитки / Медовуха,Медовуха,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Ликеры / Наливки,Наливки,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Ликеры / Настойки,Настойки,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Пиво / Пивные напитки,Пивные напитки,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Пиво,Пиво,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Пиво / Пиво,Пиво,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь / Ракия,Ракия,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь / Ром,Ром,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь / Саке и соджу,Саке и соджу,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Слабоалкогольные напитки / Сидр,Сидр,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Слабоалкогольные напитки / Слабоалкогольные коктейли,Слабоалкогольные коктейли,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Слабоалкогольные напитки,Слабоалкогольные напитки,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь / Текила,Текила,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь / Чача,Чача,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Шампанское и игристое вино / Шампанское,Шампанское,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Шампанское и игристое вино,Шампанское и игристое вино,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
Продукты / Алкоголь / Крепкий алкоголь / Шнапс,Шнапс,"DBS=10%, EXPRESS=23%, FBS=30%, FBY=23%",4,,,10.0,30.0,20.0,20260426_141844_marketplace-services-rates-01-04-2026.xlsx,2026-04-01,LARGE_SPREAD_20_OR_MORE
